sample_id,obs_id,strain_id,count
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_001,str_001,805
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_001,str_001,934
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_001,str_001,885
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_001,str_001,1000
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_001,str_001,873
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_001,str_001,675
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_001,str_001,896
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_001,str_001,902
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_001,str_001,900
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_001,str_001,852
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_001,str_001,768
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_001,str_001,842
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_001,str_001,941
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_001,str_001,939
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_001,str_001,994
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_001,str_001,849
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_001,str_001,808
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_002,str_002,1085
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_002,str_002,1366
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_002,str_002,1395
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_002,str_002,1451
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_002,str_002,1503
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_002,str_002,1611
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_002,str_002,1172
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_002,str_002,1342
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_002,str_002,1498
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_002,str_002,1526
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_002,str_002,1433
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_002,str_002,1539
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_002,str_002,1331
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_002,str_002,1321
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_002,str_002,1366
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_002,str_002,1487
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_002,str_002,1648
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_002,str_002,1417
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_003,str_003,1449
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_003,str_003,1843
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_003,str_003,1600
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_003,str_003,1796
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_003,str_003,1744
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_003,str_003,1666
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_003,str_003,1329
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_003,str_003,1661
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_003,str_003,1757
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_003,str_003,1605
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_003,str_003,1744
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_003,str_003,1667
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_003,str_003,1518
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_003,str_003,1547
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_003,str_003,1639
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_003,str_003,1770
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_003,str_003,1765
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_003,str_003,1669
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_004,str_004,899
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_004,str_004,646
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_004,str_004,587
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_004,str_004,496
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_004,str_004,419
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_004,str_004,411
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_004,str_004,1113
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_004,str_004,739
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_004,str_004,624
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_004,str_004,549
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_004,str_004,467
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_004,str_004,504
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_004,str_004,999
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_004,str_004,789
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_004,str_004,619
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_004,str_004,547
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_004,str_004,453
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_004,str_004,419
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_005,str_005,1276
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_005,str_005,1544
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_005,str_005,1793
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_005,str_005,1787
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_005,str_005,1782
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_005,str_005,1820
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_005,str_005,1921
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_005,str_005,1689
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_005,str_005,1871
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_005,str_005,1746
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_005,str_005,1946
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_005,str_005,1948
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_005,str_005,1700
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_005,str_005,1634
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_005,str_005,1716
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_005,str_005,1941
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_005,str_005,1982
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_005,str_005,1881
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_006,str_006,923
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_006,str_006,898
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_006,str_006,1107
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_006,str_006,1155
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_006,str_006,1097
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_006,str_006,1104
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_006,str_006,856
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_006,str_006,912
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_006,str_006,934
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_006,str_006,1187
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_006,str_006,956
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_006,str_006,1225
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_006,str_006,1061
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_006,str_006,983
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_006,str_006,1058
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_006,str_006,1060
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_006,str_006,1133
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_006,str_006,1053
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_007,str_007,1117
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_007,str_007,1159
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_007,str_007,1328
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_007,str_007,1361
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_007,str_007,1230
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_007,str_007,1238
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_007,str_007,1168
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_007,str_007,1132
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_007,str_007,1133
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_007,str_007,1274
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_007,str_007,1172
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_007,str_007,1335
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_007,str_007,809
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_007,str_007,996
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_007,str_007,1146
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_007,str_007,1249
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_007,str_007,1224
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_007,str_007,1312
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_008,str_008,1008
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_008,str_008,968
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_008,str_008,880
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_008,str_008,814
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_008,str_008,683
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_008,str_008,711
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_008,str_008,1208
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_008,str_008,1071
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_008,str_008,825
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_008,str_008,796
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_008,str_008,822
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_008,str_008,746
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_008,str_008,1211
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_008,str_008,1189
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_008,str_008,883
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_008,str_008,860
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_008,str_008,714
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_008,str_008,601
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_009,str_009,1047
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_009,str_009,1127
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_009,str_009,1079
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_009,str_009,1069
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_009,str_009,1173
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_009,str_009,1064
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_009,str_009,1076
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_009,str_009,1140
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_009,str_009,1107
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_009,str_009,892
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_009,str_009,1020
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_009,str_009,1095
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_009,str_009,1348
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_009,str_009,1230
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_009,str_009,1056
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_009,str_009,1137
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_009,str_009,1083
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_009,str_009,1075
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_010,str_010,664
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_010,str_010,700
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_010,str_010,691
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_010,str_010,769
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_010,str_010,807
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_010,str_010,704
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_010,str_010,719
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_010,str_010,754
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_010,str_010,602
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_010,str_010,791
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_010,str_010,704
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_010,str_010,697
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_010,str_010,715
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_010,str_010,776
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_010,str_010,776
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_010,str_010,780
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_010,str_010,803
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_010,str_010,705
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_011,str_011,866
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_011,str_011,1009
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_011,str_011,942
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_011,str_011,1147
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_011,str_011,1013
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_011,str_011,1020
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_011,str_011,919
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_011,str_011,946
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_011,str_011,1029
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_011,str_011,938
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_011,str_011,1154
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_011,str_011,997
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_011,str_011,850
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_011,str_011,982
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_011,str_011,988
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_011,str_011,997
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_011,str_011,1017
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_011,str_011,1102
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_012,str_012,789
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_012,str_012,943
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_012,str_012,963
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_012,str_012,883
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_012,str_012,974
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_012,str_012,1037
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_012,str_012,849
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_012,str_012,1003
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_012,str_012,962
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_012,str_012,880
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_012,str_012,1024
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_012,str_012,969
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_012,str_012,857
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_012,str_012,895
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_012,str_012,851
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_012,str_012,923
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_012,str_012,838
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_012,str_012,889
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_013,str_013,814
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_013,str_013,760
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_013,str_013,985
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_013,str_013,782
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_013,str_013,813
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_013,str_013,1024
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_013,str_013,579
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_013,str_013,677
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_013,str_013,867
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_013,str_013,893
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_013,str_013,878
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_013,str_013,867
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_013,str_013,817
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_013,str_013,697
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_013,str_013,838
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_013,str_013,854
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_013,str_013,905
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_013,str_013,874
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_014,str_014,507
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_014,str_014,451
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_014,str_014,482
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_014,str_014,528
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_014,str_014,541
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_014,str_014,459
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_014,str_014,506
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_014,str_014,542
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_014,str_014,492
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_014,str_014,419
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_014,str_014,458
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_014,str_014,482
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_014,str_014,520
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_014,str_014,540
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_014,str_014,437
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_014,str_014,519
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_014,str_014,477
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_014,str_014,463
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_015,str_015,1077
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_015,str_015,923
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_015,str_015,779
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_015,str_015,821
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_015,str_015,746
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_015,str_015,690
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_015,str_015,851
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_015,str_015,1018
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_015,str_015,901
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_015,str_015,833
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_015,str_015,774
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_015,str_015,672
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_015,str_015,829
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_015,str_015,856
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_015,str_015,802
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_015,str_015,820
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_015,str_015,822
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_015,str_015,796
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_016,str_016,873
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_016,str_016,1117
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_016,str_016,1012
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_016,str_016,1024
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_016,str_016,968
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_016,str_016,1027
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_016,str_016,1060
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_016,str_016,913
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_016,str_016,979
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_016,str_016,1007
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_016,str_016,1060
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_016,str_016,1035
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_016,str_016,861
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_016,str_016,911
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_016,str_016,953
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_016,str_016,977
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_016,str_016,953
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_016,str_016,1071
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_017,str_017,688
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_017,str_017,393
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_017,str_017,346
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_017,str_017,296
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_017,str_017,220
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_017,str_017,223
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_017,str_017,581
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_017,str_017,421
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_017,str_017,417
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_017,str_017,274
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_017,str_017,231
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_017,str_017,228
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_017,str_017,503
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_017,str_017,428
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_017,str_017,322
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_017,str_017,312
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_017,str_017,166
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_017,str_017,236
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_018,str_018,1581
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_018,str_018,1439
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_018,str_018,1643
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_018,str_018,1741
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_018,str_018,1753
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_018,str_018,1800
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_018,str_018,1498
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_018,str_018,1535
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_018,str_018,1654
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_018,str_018,1705
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_018,str_018,1755
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_018,str_018,1706
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_018,str_018,1430
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_018,str_018,1682
dose_0-rep_2-t_2,dose_0-rep_2-t_2-strain_str_018,str_018,1724
dose_0-rep_2-t_3,dose_0-rep_2-t_3-strain_str_018,str_018,1789
dose_0-rep_2-t_4,dose_0-rep_2-t_4-strain_str_018,str_018,1745
dose_0-rep_2-t_5,dose_0-rep_2-t_5-strain_str_018,str_018,1785
dose_0-rep_0-t_0,dose_0-rep_0-t_0-strain_str_019,str_019,541
dose_0-rep_0-t_1,dose_0-rep_0-t_1-strain_str_019,str_019,648
dose_0-rep_0-t_2,dose_0-rep_0-t_2-strain_str_019,str_019,580
dose_0-rep_0-t_3,dose_0-rep_0-t_3-strain_str_019,str_019,650
dose_0-rep_0-t_4,dose_0-rep_0-t_4-strain_str_019,str_019,601
dose_0-rep_0-t_5,dose_0-rep_0-t_5-strain_str_019,str_019,700
dose_0-rep_1-t_0,dose_0-rep_1-t_0-strain_str_019,str_019,419
dose_0-rep_1-t_1,dose_0-rep_1-t_1-strain_str_019,str_019,572
dose_0-rep_1-t_2,dose_0-rep_1-t_2-strain_str_019,str_019,570
dose_0-rep_1-t_3,dose_0-rep_1-t_3-strain_str_019,str_019,698
dose_0-rep_1-t_4,dose_0-rep_1-t_4-strain_str_019,str_019,708
dose_0-rep_1-t_5,dose_0-rep_1-t_5-strain_str_019,str_019,642
dose_0-rep_2-t_0,dose_0-rep_2-t_0-strain_str_019,str_019,594
dose_0-rep_2-t_1,dose_0-rep_2-t_1-strain_str_019,str_019,461
